Top Ten Entry Date,Single Name,Artist(s),Peak,Peak Date,Weeks in Top Ten,Ref,Year
1989-04-08,Funky Cold Medina,Tone Lōc,3,1989-04-29,5,,1989
1989-04-15,Superwoman,Karyn White,8,1989-04-15,1,,1989
1989-04-15,You Got It,Roy Orbison,9,1989-04-15,1,,1989
1989-04-15,Your Mama Don't Dance,Poison,10,1989-04-15,1,,1989
1989-04-22,I'll Be There for You,Bon Jovi,1,1989-05-13,6,,1989
1989-04-22,Heaven Help Me,Deon Estus & George Michael,5,1989-04-29,2,,1989
1989-04-22,Second Chance,Thirty Eight Special,6,1989-05-06,4,,1989
1989-04-29,Real Love,Jody Watley,2,1989-05-20,6,,1989
1989-04-29,After All (Love Theme from Chances Are),Cher & Peter Cetera,6,1989-05-13,4,,1989
1989-04-29,Forever Your Girl,Paula Abdul,1,1989-05-20,6,,1989
1989-05-06,Soldier of Love,Donny Osmond,2,1989-06-03,6,,1989
1989-05-06,Room to Move,Animotion,9,1989-05-06,1,,1989
1989-05-13,Rock On,Michael Damian,1,1989-06-03,5,,1989
1989-05-13,Patience,Guns N' Roses,4,1989-06-03,5,,1989
1989-05-13,Wind Beneath My Wings,Bette Midler,1,1989-06-10,7,,1989
1989-05-20,Every Little Step,Bobby Brown,3,1989-06-10,6,,1989
1989-05-27,I'll Be Loving You (Forever),New Kids on the Block,1,1989-06-17,6,,1989
1989-05-27,Close My Eyes Forever,Lita Ford & Ozzy Osbourne,8,1989-06-17,4,,1989
1989-06-03,Buffalo Stance,Neneh Cherry,3,1989-06-24,6,,1989
1989-06-10,Satisfied,Richard Marx,1,1989-06-24,5,,1989
1989-06-10,Where Are You Now?,Jimmy Harnen with Synch,10,1989-06-10,1,,1989
1989-06-17,Baby Don't Forget My Number,Milli Vanilli,1,1989-07-01,6,,1989
1989-06-17,Good Thing,Fine Young Cannibals,1,1989-07-08,6,,1989
1989-06-17,This Time I Know It's for Real,Donna Summer,7,1989-06-24,3,,1989
1989-06-17,Cry,Waterfront,10,1989-06-17,2,,1989
1989-06-24,Miss You Like Crazy,Natalie Cole,7,1989-07-08,4,,1989
1989-07-01,If You Don't Know Me By Now,Simply Red,1,1989-07-15,6,,1989
1989-07-01,Express Yourself,Madonna,2,1989-07-15,5,,1989
1989-07-01,I Drove All Night,Cyndi Lauper,6,1989-07-08,2,,1989
1989-07-08,Toy Soldiers,Martika,1,1989-07-22,6,,1989
1989-07-08,What You Don't Know,Exposé,8,1989-07-15,3,,1989
1989-07-15,Batdance,Prince,1,1989-08-05,6,,1989
1989-07-15,The Doctor,The Doobie Brothers,9,1989-07-15,1,,1989
1989-07-15,So Alive,Love and Rockets,3,1989-08-05,6,,1989
1989-07-22,On Our Own,Bobby Brown,2,1989-08-05,6,,1989
1989-07-22,Lay Your Hands on Me,Bon Jovi,7,1989-07-29,4,,1989
1989-07-29,"Once Bitten, Twice Shy",Great White,5,1989-08-12,5,,1989
1989-07-29,I Like It,Dino,7,1989-08-12,4,,1989
1989-07-29,Right Here Waiting,Richard Marx,1,1989-08-12,7,,1989
1989-08-05,Cold Hearted,Paula Abdul,1,1989-09-02,8,,1989
1989-08-12,Don't Wanna Lose You,Gloria Estefan,1,1989-09-16,8,,1989
1989-08-19,Hangin' Tough,New Kids on the Block,1,1989-09-09,6,,1989
1989-08-19,Secret Rendezvous,Karyn White,6,1989-08-26,3,,1989
1989-08-26,The End of the Innocence,Don Henley,8,1989-08-26,2,,1989
1989-08-26,Friends,Jody Watley featuring Eric B. & Rakim,9,1989-08-26,2,,1989
1989-08-26,Angel Eyes,Jeff Healey Band,5,1989-09-02,4,,1989
1989-09-02,Heaven,Warrant,2,1989-09-23,7,,1989
1989-09-02,Shower Me with Your Love,Surface,5,1989-09-16,4,,1989
1989-09-09,Girl I'm Gonna Miss You,Milli Vanilli,1,1989-09-23,6,,1989
1989-09-09,If I Could Turn Back Time,Cher,3,1989-09-23,5,,1989
1989-09-09,18 and Life,Skid Row,4,1989-09-23,5,,1989
1989-09-16,Cherish,Madonna,2,1989-10-07,5,,1989
1989-09-23,Miss You Much,Janet Jackson,1,1989-10-07,8,,1989
1989-09-30,One,Bee Gees,7,1989-09-30,1,,1989
1989-09-30,Kisses on the Wind,Neneh Cherry,8,1989-09-30,1,,1989
1989-09-30,Lovesong,The Cure,2,1989-10-21,4,,1989
1989-10-07,Mixed Emotions,The Rolling Stones,5,1989-10-14,3,,1989
1989-10-07,Bust a Move,Young MC,7,1989-10-14,4,,1989
1989-10-07,It's No Crime,Babyface,7,1989-10-28,4,,1989
1989-10-14,Sowing the Seeds of Love,Tears for Fears,2,1989-10-28,5,,1989
1989-10-14,Listen to Your Heart,Roxette,1,1989-11-04,6,,1989
1989-10-21,Cover Girl,New Kids on the Block,2,1989-11-04,4,,1989
1989-10-21,Love in an Elevator,Aerosmith,5,1989-10-28,3,,1989
1989-10-21,When I Looked at Him,Exposé,10,1989-10-21,1,,1989
1989-10-28,Dr. Feelgood,Mötley Crüe,6,1989-10-28,2,,1989
1989-10-28,When I See You Smile,Bad English,1,1989-11-11,6,,1989
1989-10-28,Rock Wit'cha,Bobby Brown,7,1989-11-04,3,,1989
1989-11-04,(It's Just) The Way That You Love Me,Paula Abdul,3,1989-12-02,6,,1989
1989-11-04,Love Shack,The B-52's,3,1989-11-18,6,,1989
1989-11-11,Blame It on the Rain,Milli Vanilli,1,1989-11-25,6,,1989
1989-11-11,Didn't I (Blow Your Mind),New Kids on the Block,8,1989-11-18,2,,1989
1989-11-18,We Didn't Start the Fire,Billy Joel,1,1989-12-09,8,,1989
1989-11-18,Angelia,Richard Marx,4,1989-12-02,4,,1989
1989-11-18,Poison,Alice Cooper,7,1989-11-25,3,,1989
1989-11-18,Back to Life,Soul II Soul,4,1989-12-16,7,,1989
1989-11-25,Don't Know Much,Linda Ronstadt featuring Aaron Neville,2,1989-12-23,8,,1989
1989-11-25,Another Day in Paradise,Phil Collins,1,1989-12-23,10,,1989
1989-12-09,With Every Beat of My Heart,Taylor Dayne,5,1989-12-16,6,,1989
1989-12-16,Living in Sin,Bon Jovi,9,1989-12-16,3,,1989
1989-12-16,Just Like Jesse James,Cher,8,1989-12-23,5,,1989
1982-11-27,The Girl Is Mine,Michael Jackson and Paul McCartney,2,1983-01-08,10,,1982
1982-12-04,Dirty Laundry,Don Henley,3,1983-01-08,10,,1982
1982-12-11,Sexual Healing,Marvin Gaye,3,1983-01-29,10,,1982
1982-12-25,Down Under,Men at Work,1,1983-01-15,10,,1982
1983-01-15,Africa,Toto,1,1983-02-05,6,,1983
1983-01-15,"Baby, Come to Me",Patti Austin and James Ingram,1,1983-02-19,9,,1983
1983-01-15,Rock the Casbah,The Clash,8,1983-01-22,5,,1983
1983-01-15,Heartbreaker,Dionne Warwick,10,1983-01-15,2,,1983
1983-01-29,Shame on the Moon,Bob Seger & The Silver Bullet Band,2,1983-02-26,8,,1983
1983-01-29,You and I,Eddie Rabbitt and Crystal Gayle,7,1983-02-12,6,,1983
1983-02-05,You Can't Hurry Love,Phil Collins,10,1983-02-05,3,,1983
1983-02-12,Stray Cat Strut,Stray Cats,3,1983-02-26,5,,1983
1983-02-19,Billie Jean,Michael Jackson,1,1983-03-05,11,,1983
1983-02-19,Do You Really Want to Hurt Me,Culture Club,2,1983-03-26,9,,1983
1983-02-19,Hungry Like the Wolf,Duran Duran,3,1983-03-26,9,,1983
1983-02-26,We've Got Tonight,Kenny Rogers and Sheena Easton,6,1983-03-26,7,,1983
1983-02-26,Pass the Dutchie,Musical Youth,10,1983-02-26,2,,1983
1983-03-05,Back on the Chain Gang,The Pretenders,5,1983-03-19,5,,1983
1983-03-12,You Are,Lionel Richie,4,1983-03-26,4,,1983
1983-03-12,Separate Ways (Worlds Apart),Journey,8,1983-03-19,7,,1983
1983-03-19,One on One,Hall & Oates,7,1983-04-09,6,,1983
1983-03-19,Mr. Roboto,Styx,3,1983-04-16,8,,1983
1983-03-26,Twilight Zone,Golden Earring,10,1983-03-26,2,,1983
1983-04-09,Come On Eileen,Dexys Midnight Runners,1,1983-04-23,6,,1983
1983-04-09,Jeopardy,The Greg Kihn Band,2,1983-05-07,7,,1983
1983-04-09,Beat It,Michael Jackson,1,1983-04-30,10,,1983
1983-04-16,Der Kommissar,After the Fire,5,1983-04-30,5,,1983
1983-04-23,Let's Dance,David Bowie,1,1983-05-21,10,,1983
1983-04-23,She Blinded Me with Science,Thomas Dolby,5,1983-05-14,8,,1983
1983-04-30,Overkill,Men at Work,3,1983-06-04,8,,1983
1983-04-30,Little Red Corvette,Prince,6,1983-05-21,6,,1983
1983-05-07,I Won't Hold You Back,Toto,10,1983-05-07,1,,1983
1983-05-14,Flashdance... What a Feeling,Irene Cara,1,1983-05-28,14,,1983
1983-05-14,Solitaire,Laura Branigan,7,1983-05-21,4,,1983
1983-05-21,My Love,Lionel Richie,5,1983-06-11,5,,1983
1983-05-21,Time (Clock of the Heart),Culture Club,2,1983-06-18,9,,1983
1983-05-28,Straight from the Heart,Bryan Adams,10,1983-05-28,2,,1983
1983-06-11,Always Something There to Remind Me,Naked Eyes,8,1983-06-11,2,,1983
1983-06-11,Don't Let It End,Styx,6,1983-07-02,5,,1983
1983-06-11,Affair of the Heart,Rick Springfield,9,1983-06-18,3,,1983
1983-06-18,Electric Avenue,Eddy Grant,2,1983-07-02,8,,1983
1983-06-18,Family Man,Hall & Oates,6,1983-06-25,3,,1983
1983-06-25,Every Breath You Take,The Police,1,1983-07-09,13,,1983
1983-06-25,Never Gonna Let You Go,Sérgio Mendes,4,1983-07-09,8,,1983
1983-06-25,Too Shy,Kajagoogoo,5,1983-07-09,4,,1983
1983-07-02,Wanna Be Startin' Somethin',Michael Jackson,5,1983-07-16,6,,1983
1983-07-02,She's a Beauty,The Tubes,10,1983-07-02,1,,1983
1983-07-09,Come Dancing,The Kinks,6,1983-07-16,3,,1983
1983-07-09,Our House,Madness,7,1983-07-23,4,,1983
1983-07-16,Is There Something I Should Know?,Duran Duran,4,1983-08-06,6,,1983
1983-07-23,Stand Back,Stevie Nicks,5,1983-08-20,6,,1983
1983-07-23,She Works Hard for the Money,Donna Summer,3,1983-08-06,8,,1983
1983-07-30,Sweet Dreams (Are Made of This),Eurythmics,1,1983-09-03,9,,1983
1983-08-06,Maniac,Michael Sembello,1,1983-09-10,9,,1983
1983-08-13,It's a Mistake,Men at Work,6,1983-08-20,4,,1983
1983-08-13,(Keep Feeling) Fascination,The Human League,8,1983-08-20,3,,1983
1983-08-20,Puttin' on the Ritz,Taco,4,1983-09-03,6,,1983
1983-08-20,I'll Tumble 4 Ya,Culture Club,9,1983-08-27,4,,1983
1983-08-27,China Girl,David Bowie,10,1983-08-27,1,,1983
1983-09-03,The Safety Dance,Men Without Hats,3,1983-09-10,7,,1983
1983-09-03,Tell Her About It,Billy Joel,1,1983-09-24,7,,1983
1983-09-03,Human Nature,Michael Jackson,7,1983-09-17,4,,1983
1983-09-10,Total Eclipse of the Heart,Bonnie Tyler,1,1983-10-01,11,,1983
1983-09-17,Making Love Out of Nothing at All,Air Supply,2,1983-10-08,9,,1983
1983-09-17,Don't Cry,Asia,10,1983-09-17,2,,1983
1983-09-24,(She's) Sexy + 17,Stray Cats,5,1983-10-01,4,,1983
1983-10-01,King of Pain,The Police,3,1983-10-08,5,,1983
1983-10-01,True,Spandau Ballet,4,1983-10-08,6,,1983
1983-10-01,Islands in the Stream,Kenny Rogers and Dolly Parton,1,1983-10-29,12,,1983
1983-10-01,Far from Over,Frank Stallone,10,1983-10-01,2,,1983
1983-10-08,One Thing Leads to Another,The Fixx,4,1983-11-05,7,,1983
1983-10-15,All Night Long (All Night),Lionel Richie,1,1983-11-12,13,,1983
1983-10-22,Delirious,Prince,8,1983-10-22,4,,1983
1983-10-22,Burning Down the House,Talking Heads,9,1983-10-22,1,,1983
1983-10-22,Telefone (Long Distance Love Affair),Sheena Easton,9,1983-10-29,3,,1983
1983-10-29,Uptown Girl,Billy Joel,3,1983-11-12,10,,1983
1983-11-05,Say Say Say,Paul McCartney and Michael Jackson,1,1983-12-10,13,,1983
1983-11-12,Cum on Feel the Noize,Quiet Riot,5,1983-11-19,5,,1983
1983-11-12,Suddenly Last Summer,The Motels,9,1983-11-19,2,,1983
1983-11-19,Love Is a Battlefield,Pat Benatar,5,1983-12-10,7,,1983
1983-11-19,Say It Isn't So,Hall & Oates,2,1983-12-17,10,,1983
1983-11-26,Heart and Soul,Huey Lewis and the News,8,1983-11-26,2,,1983
1983-11-26,Crumblin' Down,John Cougar Mellencamp,9,1983-11-26,3,,1983
1983-11-26,P.Y.T. (Pretty Young Thing),Michael Jackson,10,1983-11-26,1,,1983
1983-12-03,Church of the Poison Mind,Culture Club,10,1983-12-03,3,,1983
1983-12-10,Union of the Snake,Duran Duran,3,1983-12-24,6,,1983
1983-12-24,Undercover of the Night,The Rolling Stones,9,1983-12-24,3,,1983
1984-12-08,We Belong,Pat Benatar,5,1985-01-05,7,,1984
1984-12-08,Cool It Now,New Edition,4,1985-01-05,6,,1984
1984-12-08,Sea of Love,The Honeydrippers,3,1985-01-05,6,,1984
1984-12-22,All I Need,Jack Wagner,2,1985-01-12,6,,1984
1984-12-22,Valotte,Julian Lennon,9,1985-01-12,4,,1984
1985-01-05,Run to You,Bryan Adams,6,1985-01-19,4,,1985
1985-01-05,You're the Inspiration,Chicago,3,1985-01-19,6,,1985
1985-01-12,Born in the U.S.A.,Bruce Springsteen,9,1985-01-19,2,,1985
1985-01-19,I Want to Know What Love Is,Foreigner,1,1985-02-02,8,,1985
1985-01-19,Easy Lover,Philip Bailey and Phil Collins,2,1985-02-02,7,,1985
1985-01-19,Careless Whisper,Wham! featuring George Michael,1,1985-02-16,9,,1985
1985-01-26,The Boys of Summer,Don Henley,5,1985-02-09,4,,1985
1985-01-26,Loverboy,Billy Ocean,2,1985-02-23,6,,1985
1985-01-26,I Would Die 4 U,Prince and the Revolution,8,1985-02-02,3,,1985
1985-02-02,Method of Modern Love,Hall & Oates,5,1985-02-16,4,,1985
1985-02-02,Neutron Dance,The Pointer Sisters,6,1985-02-16,6,,1985
1985-02-16,Can't Fight This Feeling,REO Speedwagon,1,1985-03-09,8,,1985
1985-02-16,The Heat Is On,Glenn Frey,2,1985-03-16,6,,1985
1985-02-16,California Girls,David Lee Roth,3,1985-03-02,5,,1985
1985-02-23,Sugar Walls,Sheena Easton,9,1985-03-02,3,,1985
1985-03-02,The Old Man Down the Road,John Fogerty,10,1985-03-02,1,,1985
1985-03-09,Material Girl,Madonna,2,1985-03-23,6,,1985
1985-03-09,Too Late for Goodbyes,Julian Lennon,5,1985-03-23,5,,1985
1985-03-09,Misled,Kool & the Gang,10,1985-03-09,1,,1985
1985-03-16,One More Night,Phil Collins,1,1985-03-30,6,,1985
1985-03-16,Lovergirl,Teena Marie,4,1985-03-30,5,,1985
1985-03-16,Private Dancer,Tina Turner,7,1985-03-23,3,,1985
1985-03-16,Relax,Frankie Goes to Hollywood,10,1985-03-16,2,,1985
1985-03-23,High on You,Survivor,8,1985-03-23,2,,1985
1985-03-23,Only the Young,Journey,9,1985-03-23,1,,1985
1985-03-30,We Are the World,USA for Africa,1,1985-04-13,8,,1985
1985-03-30,Crazy for You,Madonna,1,1985-05-11,9,,1985
1985-03-30,Nightshift,Commodores,3,1985-04-20,6,,1985
1985-04-06,I'm on Fire,Bruce Springsteen,6,1985-04-13,4,,1985
1985-04-06,Rhythm of the Night,DeBarge,3,1985-04-27,7,,1985
1985-04-13,Obsession,Animotion,6,1985-05-04,5,,1985
1985-04-13,Missing You,Diana Ross,10,1985-04-13,2,,1985
1985-04-20,Don't You (Forget About Me),Simple Minds,1,1985-05-18,8,,1985
1985-04-20,One Night in Bangkok,Murray Head,3,1985-05-18,6,,1985
1985-04-27,Some Like It Hot,The Power Station,6,1985-05-11,5,,1985
1985-04-27,All She Wants to Do Is Dance,Don Henley,9,1985-05-04,2,,1985
1985-05-04,Smooth Operator,Sade,5,1985-05-18,5,,1985
1985-05-11,Everything She Wants,Wham!,1,1985-05-25,6,,1985
1985-05-11,Everybody Wants to Rule the World,Tears for Fears,1,1985-06-08,8,,1985
1985-05-18,Axel F,Harold Faltermeyer,3,1985-06-01,5,,1985
1985-05-25,Suddenly,Billy Ocean,4,1985-06-08,4,,1985
1985-05-25,Things Can Only Get Better,Howard Jones,5,1985-06-15,6,,1985
1985-06-01,Heaven,Bryan Adams,1,1985-06-22,6,,1985
1985-06-01,In My House,Mary Jane Girls,7,1985-06-08,5,,1985
1985-06-01,Fresh,Kool & the Gang,9,1985-06-08,2,,1985
1985-06-08,Walking on Sunshine,Katrina and the Waves,9,1985-06-22,3,,1985
1985-06-15,Sussudio,Phil Collins,1,1985-07-06,6,,1985
1985-06-15,Angel,Madonna,5,1985-06-29,4,,1985
1985-06-22,Raspberry Beret,Prince and the Revolution,2,1985-07-20,6,,1985
1985-06-22,A View to a Kill,Duran Duran,1,1985-07-13,6,,1985
1985-06-22,The Search Is Over,Survivor,4,1985-07-13,5,,1985
1985-06-29,Would I Lie to You?,Eurythmics,5,1985-07-13,4,,1985
1985-07-06,You Give Good Love,Whitney Houston,3,1985-07-27,6,,1985
1985-07-06,Everytime You Go Away,Paul Young,1,1985-07-27,8,,1985
1985-07-06,Voices Carry,'Til Tuesday,8,1985-07-13,2,,1985
1985-07-13,Glory Days,Bruce Springsteen,5,1985-08-03,5,,1985
1985-07-13,The Goonies 'R' Good Enough,Cyndi Lauper,10,1985-07-13,1,,1985
1985-07-20,If You Love Somebody Set Them Free,Sting,3,1985-08-03,6,,1985
1985-07-20,Shout,Tears for Fears,1,1985-08-03,7,,1985
1985-07-27,Sentimental Street,Night Ranger,8,1985-07-27,2,,1985
1985-07-27,Never Surrender,Corey Hart,3,1985-08-17,6,,1985
1985-07-27,Get It On (Bang a Gong),The Power Station,9,1985-08-03,3,,1985
1985-08-03,The Power of Love,Huey Lewis and the News,1,1985-08-24,8,,1985
1985-08-03,Who's Holding Donna Now,DeBarge,6,1985-08-10,3,,1985
1985-08-10,Freeway of Love,Aretha Franklin,3,1985-08-31,6,,1985
1985-08-17,St. Elmo's Fire (Man in Motion),John Parr,1,1985-09-07,7,,1985
1985-08-17,Summer of '69,Bryan Adams,5,1985-08-31,4,,1985
1985-08-17,We Don't Need Another Hero (Thunderdome),Tina Turner,2,1985-09-14,6,,1985
1985-08-24,What About Love,Heart,10,1985-08-24,1,,1985
1985-08-31,Cherish,Kool & the Gang,2,1985-09-21,7,,1985
1985-08-31,You're Only Human (Second Wind),Billy Joel,9,1985-08-31,2,,1985
1985-08-31,Money for Nothing,Dire Straits,1,1985-09-21,8,,1985
1985-09-07,Don't Lose My Number,Phil Collins,4,1985-09-28,4,,1985
1985-09-07,Pop Life,Prince and the Revolution,7,1985-09-21,3,,1985
1985-09-14,Freedom,Wham!,3,1985-09-28,4,,1985
1985-09-14,Invincible (Theme from The Legend of Billie Jean),Pat Benatar,10,1985-09-14,1,,1985
1985-09-21,Oh Sheila,Ready for the World,1,1985-10-12,6,,1985
1985-09-21,Dress You Up,Madonna,5,1985-10-05,4,,1985
1985-09-28,Take On Me,A-ha,1,1985-10-19,7,,1985
1985-09-28,Saving All My Love for You,Whitney Houston,1,1985-10-26,7,,1985
1985-09-28,Lonely Ol' Night,John Cougar Mellencamp,6,1985-10-12,5,,1985
1985-10-05,Dancing in the Street,Mick Jagger and David Bowie,7,1985-10-12,3,,1985
1985-10-05,Part-Time Lover,Stevie Wonder,1,1985-11-02,8,,1985
1985-10-12,Miami Vice Theme,Jan Hammer,1,1985-11-09,7,,1985
1985-10-19,Fortress Around Your Heart,Sting,8,1985-10-26,3,,1985
1985-10-19,Head Over Heels,Tears for Fears,3,1985-11-09,6,,1985
1985-10-26,I'm Goin' Down,Bruce Springsteen,9,1985-10-26,1,,1985
1985-10-26,You Belong to the City,Glenn Frey,2,1985-11-16,7,,1985
1985-11-02,We Built This City,Starship,1,1985-11-16,7,,1985
1985-11-02,Lovin' Every Minute of It,Loverboy,9,1985-11-02,1,,1985
1985-11-02,Be Near Me,ABC,9,1985-11-09,3,,1985
1985-11-09,Separate Lives,Phil Collins and Marilyn Martin,1,1985-11-30,9,,1985
1985-11-09,Lay Your Hands on Me,Thompson Twins,6,1985-11-23,4,,1985
1985-11-16,Broken Wings,Mr. Mister,1,1985-12-07,9,,1985
1985-11-16,Never,Heart,4,1985-12-07,5,,1985
1985-11-23,Who's Zoomin' Who,Aretha Franklin,7,1985-11-30,3,,1985
1985-11-30,Election Day,Arcadia,6,1985-12-14,6,,1985
1985-11-30,Party All the Time,Eddie Murphy,2,1985-12-28,9,,1985
1985-11-30,Sleeping Bag,ZZ Top,8,1985-12-14,4,,1985
1985-12-07,"Say You, Say Me",Lionel Richie,1,1985-12-21,9,,1985
1985-12-14,Alive and Kicking,Simple Minds,3,1985-12-28,6,,1985
1985-12-14,I Miss You,Klymaxx,5,1985-12-28,7,,1985
1985-12-21,Small Town,John Cougar Mellencamp,6,1985-12-28,5,,1985
1991-11-30,All 4 Love,Color Me Badd,1,1992-01-25,14,,1991
1991-12-07,Can't Let Go,Mariah Carey,2,1992-01-25,11,,1991
1991-12-14,Finally,CeCe Peniston,5,1992-01-18,10,,1991
1991-12-21,2 Legit 2 Quit,MC Hammer,5,1992-01-11,4,,1991
1992-01-11,Smells Like Teen Spirit,Nirvana,6,1992-01-11,8,,1992
1992-01-11,Addams Groove,MC Hammer,7,1992-01-11,2,,1992
1992-01-11,Don't Let the Sun Go Down on Me,George Michael & Elton John,1,1992-02-01,8,,1992
1992-01-18,Diamonds and Pearls,Prince and the New Power Generation,3,1992-02-15,9,,1992
1992-01-18,I Love Your Smile,Shanice,2,1992-02-01,11,,1992
1992-01-25,Mysterious Ways,U2,9,1992-01-25,1,,1992
1992-01-25,I'm Too Sexy,Right Said Fred,1,1992-02-08,12,,1992
1992-02-01,Tell Me What You Want Me to Do,Tevin Campbell,6,1992-02-29,7,,1992
1992-02-08,To Be with You,Mr. Big,1,1992-02-29,9,,1992
1992-02-15,Remember the Time,Michael Jackson,3,1992-03-07,9,,1992
1992-02-29,Masterpiece,Atlantic Starr,3,1992-04-11,9,,1992
1992-03-07,Save the Best for Last,Vanessa Williams,1,1992-03-21,13,,1992
1992-03-07,Tears in Heaven,Eric Clapton,2,1992-03-28,12,,1992
1992-03-07,Good for Me,Amy Grant,8,1992-03-21,3,,1992
1992-03-21,I Can't Dance,Genesis,7,1992-04-11,4,,1992
1992-03-21,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,6,1992-04-11,5,,1992
1992-03-28,Make It Happen,Mariah Carey,5,1992-04-11,7,,1992
1992-04-04,Beauty and the Beast,Celine Dion & Peabo Bryson,9,1992-04-18,2,,1992
1992-04-11,Ain't 2 Proud 2 Beg,TLC,6,1992-04-25,9,,1992
1992-04-11,Bohemian Rhapsody,Queen,2,1992-05-09,8,,1992
1992-04-18,Jump,Kris Kross,1,1992-04-25,13,,1992
1992-04-18,My Lovin' (You're Never Gonna Get It),En Vogue,2,1992-05-16,13,,1992
1992-04-25,Hazard,Richard Marx,9,1992-04-25,2,,1992
1992-04-25,Live and Learn,Joe Public,4,1992-05-23,8,,1992
1992-05-02,Everything About You,Ugly Kid Joe,9,1992-05-02,4,,1992
1992-05-09,Under the Bridge,Red Hot Chili Peppers,2,1992-06-06,12,,1992
1992-05-16,One,U2,10,1992-05-16,1,,1992
1992-05-23,In the Closet,Michael Jackson,6,1992-05-30,4,,1992
1992-05-30,Baby Got Back,Sir Mix-a-Lot,1,1992-07-04,15,,1992
1992-05-30,Damn! I Wish I Was Your Lover,Sophie B. Hawkins,5,1992-06-27,7,,1992
1992-06-06,I'll Be There,Mariah Carey,1,1992-06-20,8,,1992
1992-06-06,If You Asked Me To,Celine Dion,4,1992-07-11,8,,1992
1992-06-13,The Best Things in Life Are Free,Luther Vandross & Janet Jackson,10,1992-06-13,3,,1992
1992-06-20,Achy Breaky Heart,Billy Ray Cyrus,4,1992-07-18,10,,1992
1992-06-20,Tennessee,Arrested Development,6,1992-07-18,5,,1992
1992-07-04,Wishing on a Star,The Cover Girls,9,1992-07-18,5,,1992
1992-07-18,Baby-Baby-Baby,TLC,2,1992-08-15,14,,1992
1992-07-18,This Used to Be My Playground,Madonna,1,1992-08-08,8,,1992
1992-07-18,Just Another Day,Jon Secada,5,1992-08-01,12,,1992
1992-07-25,Life Is a Highway,Tom Cochrane,6,1992-08-22,6,,1992
1992-08-01,November Rain,Guns N' Roses,3,1992-08-29,10,,1992
1992-08-01,End of the Road,Boyz II Men,1,1992-08-15,19,,1992
1992-08-01,Giving Him Something He Can Feel,En Vogue,6,1992-09-12,7,,1992
1992-08-08,Too Funky,George Michael,10,1992-08-08,1,,1992
1992-08-15,Move This,Technotronic featuring Ya Kid K,6,1992-09-05,3,,1992
1992-08-22,Stay,Shakespear's Sister,4,1992-09-19,7,,1992
1992-08-29,Humpin' Around,Bobby Brown,3,1992-09-12,8,,1992
1992-09-12,Sometimes Love Just Ain't Enough,Patty Smyth,2,1992-09-26,11,,1992
1992-09-12,Jump Around,House of Pain,3,1992-10-10,11,,1992
1992-09-19,The One,Elton John,9,1992-09-19,1,,1992
1992-09-19,She's Playing Hard to Get,Hi-Five,5,1992-10-17,7,,1992
1992-09-26,Please Don't Go,K.W.S.,6,1992-10-17,5,,1992
1992-10-10,People Everyday,Arrested Development,8,1992-10-10,4,,1992
1992-10-10,When I Look Into Your Eyes,Firehouse,8,1992-10-17,3,,1992
1992-10-10,I'd Die Without You,P.M. Dawn,3,1992-10-31,16,,1992
1992-10-24,Erotica,Madonna,3,1992-10-24,4,,1992
1992-10-24,How Do You Talk to an Angel,The Heights,1,1992-11-14,10,,1992
1992-10-31,Free Your Mind,En Vogue,8,1992-10-31,1,,1992
1992-11-07,Rump Shaker,Wreckx-n-Effect,2,1992-12-26,15,,1992
1992-11-07,Real Love,Mary J. Blige,7,1992-12-05,9,,1992
1992-11-07,What About Your Friends,TLC,7,1992-11-21,10,,1992
1992-11-14,If I Ever Fall in Love,Shai,2,1992-11-21,15,,1992
1992-11-28,I Will Always Love You,Whitney Houston,1,1992-11-28,16,,1992
1992-11-28,Good Enough,Bobby Brown,7,1992-12-26,10,,1992
1996-11-30,Don't Let Go (Love),En Vogue,2,1997-01-18,17,,1996
1996-11-30,I'm Still In Love With You,New Edition,7,1997-01-11,11,,1996
1996-12-28,I Believe in You and Me,Whitney Houston,4,1997-02-01,9,,1996
1997-01-18,Fly Like an Eagle,Seal,10,1997-01-18,1,,1997
1997-01-25,If It Makes You Happy,Sheryl Crow,10,1997-01-25,1,,1997
1997-02-01,Wannabe,Spice Girls,1,1997-02-22,15,,1997
1997-02-01,You Were Meant for Me,Jewel,2,1997-04-19,19,,1997
1997-02-08,Can't Nobody Hold Me Down,Puff Daddy featuring Mase,1,1997-03-22,16,,1997
1997-02-15,Every Time I Close My Eyes,Babyface featuring Mariah Carey and Kenny G,6,1997-03-22,9,,1997
1997-02-22,In My Bed,Dru Hill,4,1997-03-29,9,,1997
1997-02-22,Discothèque,U2,10,1997-02-22,1,,1997
1997-03-01,Don't Cry for Me Argentina,Madonna,8,1997-03-01,3,,1997
1997-03-15,For You I Will,Monica,4,1997-04-19,12,,1997
1997-03-22,Get It Together,702,10,1997-03-22,1,,1997
1997-03-29,All By Myself,Céline Dion,4,1997-04-05,5,,1997
1997-03-29,I'll Be,Foxy Brown featuring Jay-Z,7,1997-04-12,4,,1997
1997-04-12,I Want You,Savage Garden,4,1997-05-10,8,,1997
1997-04-26,Hypnotize,The Notorious B.I.G,1,1997-05-03,8,,1997
1997-04-26,Return of the Mack,Mark Morrison,2,1997-06-07,15,,1997
